type,breed,color,name,zip,exp_year,reg_date,date,reg_year
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,CLEMMIE,15139,2017,2016-12-16 11:46:21,2016-12-16,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,BAILEY,15021,2017,2016-12-16 11:46:21,2016-12-16,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,MAGGIE,15238,2017,2016-12-16 11:46:21,2016-12-16,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,BANDIT,15227,2017,2016-12-16 11:46:21,2016-12-16,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,JOSIE,15084,2017,2016-12-16 11:46:21,2016-12-16,2016
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/LIVER,WINNIE,15084,2017,2016-12-16 11:46:21,2016-12-16,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,TRI-COLOR,MAYA,15143,2017,2016-12-16 11:46:21,2016-12-16,2016
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,FRANKIE,15129,2017,2016-12-16 11:47:15,2016-12-16,2016
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,SPOTTED,CONNOR,15146,2017,2016-12-16 11:47:15,2016-12-16,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,GUNNAR,15237,2017,2016-12-16 10:36:06,2016-12-16,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,ABBY,15147,2017,2016-12-20 08:44:48,2016-12-20,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,BAILEY,15209,2017,2016-12-16 16:25:24,2016-12-16,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK/BROWN,LIBERTY,15238,2017,2016-12-19 08:21:17,2016-12-19,2016
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BLACK,SOPHIE,15003,2017,2016-12-19 08:49:10,2016-12-19,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,SOPHIE,15003,2017,2016-12-19 08:49:10,2016-12-19,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,PEPPER,15234,2017,2016-12-19 09:21:44,2016-12-19,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,KALI,15143,2017,2016-12-19 09:21:44,2016-12-19,2016
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BROWN,PATCH,15044,2017,2016-12-19 09:21:44,2016-12-19,2016
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,TRIPP,15101,2017,2016-12-19 09:22:00,2016-12-19,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,MISCHIEF,15122,2017,2016-12-19 15:13:43,2016-12-19,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,QUILBERT JONES,15126,2017,2016-12-20 08:53:59,2016-12-20,2016
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,ASPEN ROSE,15237,2017,2016-12-19 15:40:50,2016-12-19,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,HUNTER,15237,2017,2016-12-19 15:40:50,2016-12-19,2016
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,HUNTER,15237,2017,2016-12-19 15:40:50,2016-12-19,2016
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,ASPEN ROSE,15237,2017,2016-12-19 15:40:50,2016-12-19,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,SKY,15120,2017,2016-12-20 07:55:46,2016-12-20,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,HUNTER,15120,2017,2016-12-20 07:55:46,2016-12-20,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,LILLY,15102,2017,2016-12-19 15:41:09,2016-12-19,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,BRIDGETTE,15102,2017,2016-12-19 15:41:09,2016-12-19,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,GUNNER,15084,2017,2016-12-20 11:16:14,2016-12-20,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,LUCY,15237,2017,2016-12-20 15:38:55,2016-12-20,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,RALPH,15220,2017,2016-12-21 11:25:37,2016-12-21,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,KIDA,15071,2017,2016-12-21 11:25:37,2016-12-21,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,CULLEN,15101,2017,2016-12-21 11:25:37,2016-12-21,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,MULTI,HEIDI,15090,2017,2016-12-21 11:25:37,2016-12-21,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,WOODROW,15044,2017,2016-12-21 11:25:37,2016-12-21,2016
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,JOEY,15101,2017,2016-12-21 11:26:23,2016-12-21,2016
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,MAGGIE,15017,2017,2016-12-21 11:26:23,2016-12-21,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,SADIE,15146,2017,2016-12-21 10:03:33,2016-12-21,2016
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BLACK,LULU,15235,2017,2016-12-21 15:30:28,2016-12-21,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,NIP,15133,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,MULTI,MURPHY,15202,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,TATER,15106,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,SNICKERS,15025,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/LIVER,HOT SHOT,15017,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,BUDDY,15026,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,BETSY,15243,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,RUBY,15236,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,CHESTER,15202,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,SAM,15202,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,NIKKI,15101,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,OTIS,15025,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,TWIX,15227,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,TRI-COLOR,DOUG,15238,2017,2016-12-22 12:04:06,2016-12-22,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,HAILEY,15046,2017,2016-12-23 09:12:30,2016-12-23,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,COCO,15046,2017,2016-12-23 09:12:30,2016-12-23,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,EMMA,15108,2017,2016-12-23 09:36:45,2016-12-23,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,RUFF GERONIMOS,15102,2017,2016-12-23 09:36:45,2016-12-23,2016
Dog Senior Citizen or Disability Male,ENG SPRINGER SPANIE,SPOTTED,SKOOTER,15110,2017,2016-12-23 09:37:04,2016-12-23,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,PHOEBE,15120,2017,2016-12-27 10:30:52,2016-12-27,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,SADIE,15065,2017,2016-12-27 10:30:52,2016-12-27,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,KNIGHTLY,15131,2017,2016-12-27 10:30:52,2016-12-27,2016
Dog Senior Citizen or Disability Male,ENG SPRINGER SPANIE,OTHER,MACK,15146,2017,2016-12-30 08:55:35,2016-12-30,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,MOLLY,15237,2017,2016-12-28 07:35:19,2016-12-28,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,MISS LADY,15220,2017,2016-12-28 07:35:19,2016-12-28,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,MR MAX,15220,2017,2016-12-28 07:35:19,2016-12-28,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,MOLLY,15044,2017,2016-12-28 07:35:19,2016-12-28,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,DUKE,15045,2017,2016-12-28 07:35:19,2016-12-28,2016
Dog Individual Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,ZEKE,15037,2017,2016-12-28 07:35:19,2016-12-28,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,MILLIE,15237,2017,2016-12-28 07:35:19,2016-12-28,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,JACKS,15220,2017,2016-12-28 07:35:19,2016-12-28,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,SNOOPY,15220,2017,2016-12-28 07:35:19,2016-12-28,2016
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,BROWN,MINDY,15046,2017,2016-12-28 07:35:40,2016-12-28,2016
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,DOTTIE,15143,2017,2016-12-28 16:13:34,2016-12-28,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,LEXIE,15046,2017,2016-12-28 16:13:55,2016-12-28,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,GEORGE,15034,2017,2016-12-28 16:31:35,2016-12-28,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,COOPER,15102,2017,2016-12-29 09:19:36,2016-12-29,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,BENTLEY,15102,2017,2016-12-29 09:19:36,2016-12-29,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,SAWYER,15106,2017,2016-12-29 09:19:36,2016-12-29,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,IKE,15223,2017,2016-12-29 09:19:36,2016-12-29,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,NEO,15071,2017,2016-12-29 09:19:36,2016-12-29,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,SIKA,15148,2017,2016-12-29 09:38:26,2016-12-29,2016
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/LIVER,COOPER,15025,2017,2016-12-29 09:38:26,2016-12-29,2016
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BROWN,SIDNEY,15243,2017,2016-12-29 09:39:35,2016-12-29,2016
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,JEB,15237,2017,2016-12-30 08:29:51,2016-12-30,2016
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,THOR,15237,2017,2016-12-30 08:29:51,2016-12-30,2016
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,CHARLIE,15228,2017,2016-12-30 09:42:15,2016-12-30,2016
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,ROSIE,15228,2017,2016-12-30 09:42:15,2016-12-30,2016
Dog Senior Citizen or Disability Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,CASEY,15065,2017,2017-01-03 08:39:51,2017-01-03,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,CJ,15227,2017,2017-01-03 10:23:12,2017-01-03,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,GUS,15071,2017,2017-01-03 10:23:12,2017-01-03,2017
Dog Individual Male,ENG SPRINGER SPANIE,SPOTTED,BRADY,15235,2017,2017-01-03 10:23:12,2017-01-03,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,OREO,15236,2017,2017-01-03 10:23:12,2017-01-03,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,COOKIE,15236,2017,2017-01-03 10:23:12,2017-01-03,2017
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BROWN,WILLOW,15146,2017,2017-01-03 10:23:12,2017-01-03,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,PIPPA,15238,2017,2017-01-03 10:23:52,2017-01-03,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,PRESCIOUS,15110,2017,2017-01-03 10:23:52,2017-01-03,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/RED,CHLOI,15243,2017,2017-01-03 10:23:52,2017-01-03,2017
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,TUCKER,15015,2017,2017-01-03 10:23:52,2017-01-03,2017
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,SPOTTED,BAILEY,15102,2017,2017-01-03 14:03:44,2017-01-03,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,ANNABELLE,15045,2017,2017-01-03 14:04:11,2017-01-03,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,WILLA,15120,2017,2017-01-04 09:01:56,2017-01-04,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,SPOTTED,WILLA,15120,2017,2017-01-04 09:01:56,2017-01-04,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,MOLLY,15057,2017,2017-01-03 15:04:30,2017-01-03,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,COLT,15106,2017,2017-01-05 08:59:21,2017-01-05,2017
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BROWN,RANGER,15235,2017,2017-01-05 08:59:21,2017-01-05,2017
Dog Senior Citizen or Disability Male,ENG SPRINGER SPANIE,WHITE/LIVER,WESTON,15102,2017,2017-01-05 08:59:42,2017-01-05,2017
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,HICKORY,15044,2017,2017-01-05 08:59:42,2017-01-05,2017
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,SHERLOCK,15102,2017,2017-01-05 08:59:42,2017-01-05,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,BLACK/TAN,PETYA,15209,2017,2017-01-05 10:37:20,2017-01-05,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,MOCHA,15120,2017,2017-01-05 10:37:20,2017-01-05,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,OTIS,15143,2017,2017-01-05 15:51:13,2017-01-05,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,MAIZEY,15237,2017,2017-01-06 09:12:32,2017-01-06,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,ZOE,15215,2017,2017-01-06 09:12:32,2017-01-06,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,MULTI,GRACIE,15116,2017,2017-01-06 09:12:54,2017-01-06,2017
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,LUCKY,15065,2017,2017-01-06 11:41:53,2017-01-06,2017
Dog Senior Citizen or Disability Female,ENG SPRINGER SPANIE,WHITE/LIVER,BAILEY,15237,2017,2017-01-06 11:42:04,2017-01-06,2017
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,USHER,15126,2017,2017-01-06 11:02:09,2017-01-06,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,ROXIE,15126,2017,2017-01-06 11:02:09,2017-01-06,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,TIMBERLAKE,15129,2017,2017-01-09 09:10:57,2017-01-09,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,MOKO,15101,2017,2017-01-09 08:51:09,2017-01-09,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,SAYDEE,16059,2017,2017-01-09 08:51:09,2017-01-09,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,MULTI,MOJO,15228,2017,2017-01-09 08:51:09,2017-01-09,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,RUGER,15063,2017,2017-01-09 08:51:09,2017-01-09,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,MARLIN,15063,2017,2017-01-09 08:51:09,2017-01-09,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,MISS MAGGIE MAE,15205,2017,2017-01-09 15:26:15,2017-01-09,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,DAISY,15120,2017,2017-01-09 16:02:10,2017-01-09,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,LIVER,CHARLIE,15241,2017,2017-01-10 13:18:16,2017-01-10,2017
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BLACK/BROWN,YEAGER,15237,2017,2017-01-11 08:16:37,2017-01-11,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,ROSIE,15017,2017,2017-01-11 08:16:37,2017-01-11,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,AKEA,15108,2017,2017-01-11 08:16:37,2017-01-11,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,ZEKE,15122,2017,2017-01-11 08:16:37,2017-01-11,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,ANNIE,15065,2017,2017-01-11 08:16:45,2017-01-11,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,SARAH,15243,2017,2017-01-12 09:57:06,2017-01-12,2017
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BLACK,ACE,28117,2017,2017-01-12 09:57:03,2017-01-12,2017
Dog Individual Male,ENG SPRINGER SPANIE,SPOTTED,SPENCER,15037,2017,2017-01-13 08:26:23,2017-01-13,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,RILEY,15102,2017,2017-01-13 08:26:23,2017-01-13,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,SNOOPY,15084,2017,2017-01-13 08:26:23,2017-01-13,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,JACKSON,15205,2017,2017-01-13 15:02:28,2017-01-13,2017
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,SPOTTED,DUFFY,15139,2017,2017-01-18 08:42:41,2017-01-18,2017
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BROWN,MOCHA,15120,2017,2017-01-18 09:11:39,2017-01-18,2017
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BLACK,CHASE,15037,2017,2017-01-18 09:11:39,2017-01-18,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,GIGI,15106,2017,2017-01-18 09:11:46,2017-01-18,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,KARI,15237,2017,2017-01-18 10:20:18,2017-01-18,2017
Dog Individual Female,ENG SPRINGER SPANIE,SPOTTED,ANNE,15238,2017,2017-01-18 10:20:33,2017-01-18,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,CHELSEA,15108,2017,2017-01-19 08:47:26,2017-01-19,2017
Dog Individual Male,ENG SPRINGER SPANIE,WHITE/BROWN,KOOPER,15116,2017,2017-01-18 13:24:33,2017-01-18,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,LUKE,15212,2017,2017-01-18 16:11:31,2017-01-18,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,HAILLIE,15243,2017,2017-01-19 12:30:18,2017-01-19,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,LEXIE,15136,2017,2017-01-19 15:56:30,2017-01-19,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,MURPHY,15146,2017,2017-01-20 09:49:00,2017-01-20,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE,SCOUT,15237,2017,2017-01-20 09:49:00,2017-01-20,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,MINDY,15084,2017,2017-01-20 09:49:13,2017-01-20,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,SPOTTED,GINGER,15146,2017,2017-01-20 15:56:11,2017-01-20,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,DAISEY,15044,2017,2017-01-24 10:13:56,2017-01-24,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,DAISY,15044,2017,2017-01-24 11:16:10,2017-01-24,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,SADIE,15044,2017,2017-01-24 11:16:10,2017-01-24,2017
Dog Senior Citizen or Disability Male,ENG SPRINGER SPANIE,SPOTTED,RYDER,15227,2017,2017-01-24 11:16:25,2017-01-24,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,SPOTTED,RUMOR,15227,2017,2017-01-24 11:16:25,2017-01-24,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,SPOTTED,REMY,15101,2017,2017-01-24 11:16:25,2017-01-24,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,PENNY,15243,2017,2017-01-24 13:30:47,2017-01-24,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,TREVER,15140,2017,2017-01-24 16:31:35,2017-01-24,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,DUKE,15044,2017,2017-01-26 08:38:39,2017-01-26,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,CROSBY,15101,2017,2017-01-26 08:38:39,2017-01-26,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,MAXIMUS,15090,2017,2017-01-26 08:38:39,2017-01-26,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK/BROWN,DUKE,15236,2017,2017-01-27 09:19:24,2017-01-27,2017
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK/BROWN,DOOLEY,15146,2017,2017-01-27 16:02:05,2017-01-27,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,MAGGIE MAY,15108,2017,2017-01-30 10:57:24,2017-01-30,2017
Dog Individual Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,CODY,15025,2017,2017-01-30 09:51:00,2017-01-30,2017
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,WINSLOW,15122,2017,2017-01-30 13:52:32,2017-01-30,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,LEO,15108,2017,2017-01-31 09:15:08,2017-01-31,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,JOSIE,15108,2017,2017-01-31 09:15:08,2017-01-31,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BRINDLE,EDDIE,15101,2017,2017-01-31 10:36:58,2017-01-31,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,HERSHEY,15202,2017,2017-02-01 09:20:09,2017-02-01,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,LEO,15243,2017,2017-02-01 09:21:43,2017-02-01,2017
Dog Senior Citizen or Disability Male,ENG SPRINGER SPANIE,WHITE/BLACK,DEVON,15228,2017,2017-02-01 09:21:52,2017-02-01,2017
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,CAMDEN,15228,2017,2017-02-01 09:21:52,2017-02-01,2017
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,MAXX,15106,2017,2017-02-02 09:43:18,2017-02-02,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,ROSALIA,15202,2017,2017-02-02 12:05:18,2017-02-02,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,ROSIE,15129,2017,2017-02-03 08:57:53,2017-02-03,2017
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK/BROWN,WINSTON,15205,2017,2017-02-03 09:57:34,2017-02-03,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,BLACK,DAX,15112,2017,2017-02-03 10:09:47,2017-02-03,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,MACHO,15227,2017,2017-02-03 14:33:18,2017-02-03,2017
Dog Individual Male,ENG SPRINGER SPANIE,SPOTTED,REMINGTON,15132,2017,2017-02-03 15:52:48,2017-02-03,2017
Dog Individual Male,ENG SPRINGER SPANIE,SPOTTED,WINCHESTER,15132,2017,2017-02-03 15:52:49,2017-02-03,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,MAX,15218,2017,2017-02-07 08:39:11,2017-02-07,2017
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/BROWN,LADY,15228,2017,2017-02-07 13:02:44,2017-02-07,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,MO,15220,2017,2017-02-07 15:06:40,2017-02-07,2017
Dog Individual Neutered Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,CHARLIE,15332,2017,2017-02-09 11:10:35,2017-02-09,2017
